id,Province name,development,culture,religion,Trade Goods
1223,Gojjam,6,amhara,coptic,coffee
1224,Gonder,10,amhara,coptic,grain
1225,Butana,3,nubian,sunni,ivory
1226,Taka,4,beja,sunni,livestock
1227,Tigre,7,tigray,coptic,grain
1228,Dongola,5,nubian,shiite,grain
1229,Berber,4,beja,sunni,unknown
1230,Massawa,5,tigray,coptic,gems
1231,Aswan,5,al_misr_arabic,sunni,livestock
1232,Suakin,3,beja,sunni,slaves
1233,Kharga,3,al_misr_arabic,sunni,livestock
1234,Qasr Ibrim,6,nubian,sunni,livestock
1235,Guam,3,polynesian,animism,unknown
1236,Rabaul,3,papuan,animism,unknown
1237,Hanuabada,3,papuan,animism,unknown
1238,Solomon Islands,3,melanesian,animism,unknown
1239,Vanuatu,3,melanesian,animism,unknown
1240,Hawaii,7,polynesian,animism,livestock
1241,Kiribati,3,polynesian,animism,unknown
1242,Fiji,7,melanesian,animism,livestock
1243,Samoa,8,polynesian,animism,cloth
1244,Tahiti,7,polynesian,animism,unknown
1245,Manokwari,3,papuan,animism,unknown
1246,Ata Whenua,3,maori,animism,gems
1247,Corsica,8,sardinian,catholic,naval_supplies
1248,Maldives,5,malayalam,sunni,gems
1249,Yola,3,jukun,shamanism,unknown
1250,Vanern,0,,,
1251,Vattern,0,,,
1252,Gulf of Bothnia,0,,,
1253,Alands Hav,0,,,
1254,Gulf of Finland,0,,,
1255,Western Baltic Sea,0,,,
1256,Gulf of Riga,0,,,
1257,Southern Baltic Sea,0,,,
1258,Oresund,0,,,
1259,Kattegat,0,,,
1260,Peipsi Jarv,0,,,
1261,Ladoga,0,,,
1262,Onega,0,,,
1263,White Sea,0,,,
1264,Lofoten Sea,0,,,
1265,Northern Norwegian Sea,0,,,
1266,Southern Norwegian Sea,0,,,
1267,Skagerrack,0,,,
1268,Helgoland Bight,0,,,
1269,Coast of Holland,0,,,
1270,Dogger Bank,0,,,
1271,Straits of Dover,0,,,
1272,The Channel,0,,,
1273,Taveta,3,bantu,shamanism,unknown
1274,Coast of Britanny,0,,,
1275,Quiberon Bay,0,,,
1276,Cote D'Argent,0,,,
1277,Bay of Biscay,0,,,
1278,Cantabrian Sea,0,,,
1279,Tyne,0,,,
1280,Firth of Forth,0,,,
1281,The North Sea,0,,,
1282,Moray Firth,0,,,
1283,North Channel,0,,,
1284,Irish Sea,0,,,
1285,St. George's Channel,0,,,
1286,Donegal Bay,0,,,
1287,Dingle Bay,0,,,
1288,Celtic Sea,0,,,
1289,Western Approaches,0,,,
1290,Finisterre Bay,0,,,
1291,Lusitanian Sea,0,,,
1292,Gulf of Cadiz,0,,,
1293,Straits of Gibraltar,0,,,
1294,Gulf of Almeira,0,,,
1295,Gulf of Valencia,0,,,
1296,Gulf of Lion,0,,,
1297,Cote D'Azur,0,,,
1298,Ligurian Sea,0,,,
1299,Coast of the Faroes,0,,,
1300,Western Mediterranean,0,,,
1301,Barbary Coast,0,,,
1302,Cape Bon,0,,,
1303,Tyrrenean Sea,0,,,
1304,Bay of Naples,0,,,
1305,Gulf of Gabes,0,,,
1306,Sao Tomel,3,yorumba,shamanism,unknown
1307,Straits of Messina,0,,,
1308,Gulf of Venice,0,,,
1309,Adriatic Sea,0,,,
1310,Straits of Otranto,0,,,
1311,Gulf of Taranto,0,,,
1312,Ionian Sea,0,,,
1313,Gulf of Sirte,0,,,
1314,Gulf of Tobruk,0,,,
1315,Bay of Alexandrian,0,,,
1316,Palestinian Coast,0,,,
1317,Gulf of Cyprus,0,,,
1318,Spis,9,slovak,catholic,copper
1319,Aegean Sea,0,,,
1320,Sea of Marmara,0,,,
1321,Gulf of Varna,0,,,
1322,Gulf of Odessa,0,,,
1323,Sea of Azov,0,,,
1324,Eastern Black Sea,0,,,
1325,Lake Balaton,0,,,
1326,Caspian Sea,0,,,
1327,Aral Sea,0,,,
1328,Gulf of Suez,0,,,
1329,Red Sea,0,,,
1330,Straits of Obokk,0,,,
1331,Bal el Mandeb,0,,,
1332,Coast of Mascate,0,,,
1333,Mascate Coast,0,,,
1334,Straits of Hormuz,0,,,
1335,Persian Gulf,0,,,
1336,Gulf of Indus,0,,,
1337,Gulf of Gujarat,0,,,
1338,Laquedive Islands,0,,,
1339,Coast of Malabar,0,,,
1340,Comorin Cape,0,,,
1341,Coast of Caramandel,0,,,
1342,Coast of Orissa,0,,,
1343,Ganges Delta,0,,,
1344,Akyab Bay,0,,,
1345,Irrawady Delta,0,,,
1346,Andaman Sea,0,,,
1347,Mergui Archipelago,0,,,
1348,Straits of Malacca,0,,,
1349,Nicobar Isles,0,,,
1350,Coast of Atjeh,0,,,
1351,Coast of Sumatra,0,,,
1352,Christmas Island,0,,,
1353,Coast of Java,0,,,
1354,Coast of Surabaya,0,,,
1355,Straits of Lombok,0,,,
1356,Timor Sea,0,,,
1357,The Moluccas,0,,,
1358,Java Sea,0,,,
1359,Straits of Makassar,0,,,
1360,Karimata Strait,0,,,
1361,Straits of Johore,0,,,
1362,Malayan Sea,0,,,
1363,Coast of Sarawk,0,,,
1364,Mekong Delta,0,,,
1365,Gulf of Siam,0,,,
1366,Cam Rah Bay,0,,,
1367,South China Sea,0,,,
1368,Coast of Brunei,0,,,
1369,Coast of Annam,0,,,
1370,Gulf of Tonkin,0,,,
1371,Guanghou Bay,0,,,
1372,Taiwan Strait,0,,,
1373,Yang Tse Delta,0,,,
1374,Yellow Sea,0,,,
1375,Korea Bay,0,,,
1376,South Korean Sea,0,,,
1377,North Korean Sea,0,,,
1378,Coast of Olga,0,,,
1379,Tatar Straits,0,,,
1380,Amur Delta,0,,,
1381,Baj of Ayan,0,,,
1382,Bay of Komenskoie,0,,,
1383,Coast of Kamchatska,0,,,
1384,Oktothsk Sea,0,,,
1385,Coast Sahkalin,0,,,
1386,Soya Strait,0,,,
1387,Tsugaru Strait,0,,,
1388,Sea of Japan,0,,,
1389,Amakusa Sea,0,,,
1390,Setto Inland Sea,0,,,
1391,Tokai Sea,0,,,
1392,Ryukyu Islands,0,,,
1393,Luzon Strait,0,,,
1394,Paracel Islands,0,,,
1395,Manila Bay,0,,,
1396,Coast of Luzon,0,,,
1397,Gulf of Leyte,0,,,
1398,Sulu Sea,0,,,
1399,Sea of Celebes,0,,,
1400,Sea of Ternete,0,,,
1401,Sea of Banda,0,,,
1402,Philipine Sea,0,,,
1403,Palau Islands,0,,,
1404,Biak Bay,0,,,
1405,Vilian Strait,0,,,
1406,Trobrian Islands,0,,,
1407,Torres Strait,0,,,
1408,Arafuam Sea,0,,,
1409,Kolepom Bay,0,,,
1410,Gulf of Carpentaria,0,,,
1411,Great Barrier Reef,0,,,
1412,Capricorn Bay,0,,,
1413,Cape Howe,0,,,
1414,Bass Strait,0,,,
1415,Kangaroo Island,0,,,
1416,Great Australian Bight,0,,,
1417,Cape Leuwiin,0,,,
1418,Shark Bay,0,,,
1419,Northwest Cape,0,,,
1420,King Sound,0,,,
1421,Tasman Sea,0,,,
1422,Southern Tasman Sea,0,,,
1423,Cook Strait,0,,,
1424,Northern Tasman Sea,0,,,
1425,Cape Farwell,0,,,
1426,Coast of New Zealand,0,,,
1427,Cantebury Bight,0,,,
1428,Sea of Antarctica,0,,,
1429,New Caledonian Sea,0,,,
1430,Coral Sea,0,,,
1431,Gilbert Sea,0,,,
1432,Solomon Sea,0,,,
1433,Nauru Island,0,,,
1434,Melanesia Sea,0,,,
1435,Micronesia Sea,0,,,
1436,Yap Islands,0,,,
1437,Mariana Islands,0,,,
1438,Tinian Sea,0,,,
1439,Iwo Jima Sea,0,,,
1440,Taihei Ocean,0,,,
1441,The Kuriles,0,,,
1442,Bay of Uka,0,,,
1443,Bay of Oljut,0,,,
1444,Bay of Anadyr,0,,,
1445,Bering Sea,0,,,
1446,Horn of Africa,0,,,
1447,Coast of Pepper,0,,,
1448,Zanzibar Strait,0,,,
1449,Mozambique Channel,0,,,
1450,Diego Suarez Bay,0,,,
1451,Western Arabian Sea,0,,,
1452,Eastern Arabian Sea,0,,,
1453,The Seychelles,0,,,
1454,Coast of Tamatave,0,,,
1455,The Mascareignes,0,,,
1456,Gulf of Zambeze,0,,,
1457,Coast of Natal,0,,,
1458,Coast of Transkei,0,,,
1459,Coast of Ciskei,0,,,
1460,Cape of Good Hope,0,,,
1461,Coast of Namibia,0,,,
1462,Coast of Angola,0,,,
1463,Gulf of Kongo,0,,,
1464,Coast of Cameroon,0,,,
1465,Gulf of Nigeria,0,,,
1466,Ivory Coast,0,,,
1467,Gold Coast,0,,,
1468,Coast of Gamvia,0,,,
1469,Coast of Guinea,0,,,
1470,Maueretanian Coast,0,,,
1471,Canarian Sea,0,,,
1472,Coast of Morocco,0,,,
1473,Jan Mayen Sea,0,,,
1474,Spitzberg Sea,0,,,
1475,Icelandic Sea,0,,,
1476,Shetland Straits,0,,,
1477,Coast of Iceland,0,,,
1478,Northeastern Atlantic,0,,,
1479,Rockall,0,,,
1480,Denmark Strait,0,,,
1481,Eastern Coast of Greenland,0,,,
1482,Western Coast of Greenland,0,,,
1483,Labrador Strait,0,,,
1484,Baffin Bay,0,,,
1485,Hudson Straits,0,,,
1486,James Bay,0,,,
1487,Western Hudson Bay,0,,,
1488,Eastern Hudson Bay,0,,,
1489,Foxe Bassin,0,,,
1490,Gulf of St. Lawrence,0,,,
1491,Cabot Strait,0,,,
1492,Bay of Fundy,0,,,
1493,Strait of Belle Isle,0,,,
1494,Fortune Bay,0,,,
1495,Notre Dame Bay,0,,,
1496,Labrador Sea,0,,,
1497,Greenland Sea,0,,,
1498,Northern Atlantic,0,,,
1499,Masschusetts Bay,0,,,
1500,Chesapaeake Bay,0,,,
1501,Cape Hatteras,0,,,
1502,Coast of Carolina,0,,,
1503,Coast of Florida,0,,,
1504,Sea of Sargassos,0,,,
1505,Florida Straits,0,,,
1506,Apalachee Bay,0,,,
1507,Mobile Bay,0,,,
1508,Galveston Bay,0,,,
1509,Tampico Bay,0,,,
1510,Yucatan Sea,0,,,
1511,Gulf of Mexico,0,,,
1512,Yucatan Channel,0,,,
1513,Belize Bay,0,,,
1514,Moscitos Coast,0,,,
1515,Gulf of Darien,0,,,
1516,Jamica Channel,0,,,
1517,Central Carribean,0,,,
1518,Northwestern Carribean,0,,,
1519,Venezualan Gulf,0,,,
1520,Venezuelan Sea,0,,,
1521,Eastern Carribean,0,,,
1522,Windward Islands,0,,,
1523,Lesser Antilles,0,,,
1524,Turks & Caicos Sea,0,,,
1525,Coast of Cuba,0,,,
1526,Coast of Hispaniola,0,,,
1527,Guyana Coast,0,,,
1528,Bay of Belem,0,,,
1529,Amazonas Gulf,0,,,
1530,Coast of Brazil,0,,,
1531,Coast of Recife,0,,,
1532,Coast of Pernambuc,0,,,
1533,Todos Santos Bay,0,,,
1534,Rio De Janeiro,0,,,
1535,Baia Parangua,0,,,
1536,Rio De La Plata,0,,,
1537,Bahia Blanca,0,,,
1538,Coast of Patagonia,0,,,
1539,Magellan Strait,0,,,
1540,South Chilean Coast,0,,,
1541,Coast of Chile,0,,,
1542,Atacama Coast,0,,,
1543,Arica Gulf,0,,,
1544,Arequipa Bay,0,,,
1545,Coast of Peru,0,,,
1546,Guayaguil Bay,0,,,
1547,Coast of Ecuador,0,,,
1548,Gulf of Panama,0,,,
1549,Bay of Costa Rica,0,,,
1550,Acapulco Bay,0,,,
1551,Manzazilla Bay,0,,,
1552,Mazatlan Bay,0,,,
1553,Gulf of California,0,,,
1554,Coast of Baja,0,,,
1555,Coast of California,0,,,
1556,Santa Catalina Islands,0,,,
1557,Coast of Oregon,0,,,
1558,Coast of Columbia,0,,,
1559,Hecate Strait,0,,,
1560,Gulf of Alaska,0,,,
1561,Coast of Alaska,0,,,
1562,Kuskowim Bay,0,,,
1563,Hatton Bank,0,,,
1564,Eastern Gibbs Fracture,0,,,
1565,Western Gibbs Fracture,0,,,
1566,Iberian Shelf,0,,,
1567,Sea of Azores,0,,,
1568,Corner Seamounts,0,,,
1569,New England Seamounts,0,,,
1570,Sable Island Bank,0,,,
1571,Blake Plataeu,0,,,
1572,West Bermuda Sea,0,,,
1573,East Bermuda Sea,0,,,
1574,Some Funny Seaname,0,,,
1575,Northern Guiana Basin,0,,,
1576,Guiana Basin,0,,,
1577,Southern Guiana Basin,0,,,
1578,Canary Approach,0,,,
1579,Cap Verde Approach,0,,,
1580,Central Atlantic 1,0,,,
1581,Central Atlantic 2,0,,,
1582,Central Atlantic 3,0,,,
1583,Central Atlantic 4,0,,,
1584,Romanche Gap,0,,,
1585,East Guinea Basin,0,,,
1586,West Guinea Basin,0,,,
1587,Coast of Falklands,0,,,
1588,New Georgia Islands,0,,,
1589,Western Atlantic 1,0,,,
1590,Western Atlantic 2,0,,,
1591,Western Atlantic 3,0,,,
1592,Western Atlantic 4,0,,,
1593,Western Atlantic 5,0,,,
1594,Western Atlantic 6,0,,,
1595,East of Magellans,0,,,
1596,Central Atlantic 5,0,,,
1597,Central Atlantic 6,0,,,
1598,Central Atlantic 7,0,,,
1599,Central Atlantic 8,0,,,
1600,Eastern Atlantic 1,0,,,
1601,Eastern Atlantic 2,0,,,
1602,Eastern Atlantic 3,0,,,
1603,Eastern Atlantic 4,0,,,
1604,Eastern Atlantic 5,0,,,
1605,Eastern Atlantic 6,0,,,
1606,Southern Atlantic 1,0,,,
1607,Southern Atlantic 2,0,,,
1608,Southern Atlantic 3,0,,,
1609,Southern Atlantic 4,0,,,
1610,Cape of Storms,0,,,
1611,Gulf of Bengal,0,,,
1612,Northen Bay of Bengal,0,,,
1613,Southern Bay of Bengal,0,,,
1614,Ceylon Sea,0,,,
1615,Coast of Maldives,0,,,
1616,Indian Ocean 1,0,,,
1617,Indian Ocean 2,0,,,
1618,Indian Ocean 3,0,,,
1619,Indian Ocean 4,0,,,
1620,Indian Ocean 5,0,,,
1621,Indian Ocean 6,0,,,
1622,Indian Ocean 7,0,,,
1623,Indian Ocean 8,0,,,
1624,Indian Ocean 9,0,,,
1625,Indian Ocean 10,0,,,
1626,Indian Ocean 11,0,,,
1627,Indian Ocean 12,0,,,
1628,Indian Ocean 13,0,,,
1629,Indian Ocean 14,0,,,
1630,Indian Ocean 15,0,,,
1631,Indian Ocean 16,0,,,
1632,Indian Ocean 17,0,,,
1633,Indian Ocean 18,0,,,
1634,Indian Ocean 19,0,,,
1635,Indian Ocean 20,0,,,
1636,Indian Ocean 21,0,,,
1637,Indian Ocean 22,0,,,
1638,Indian Ocean 23,0,,,
1639,Indian Ocean 24,0,,,
1640,Indian Ocean 25,0,,,
1641,Indian Ocean 26,0,,,
1642,Indian Ocean 27,0,,,
1643,Indian Ocean 28,0,,,
1644,Indian Ocean 29,0,,,
1645,Indian Ocean 30,0,,,
1646,Indian Ocean 31,0,,,
1647,Indian Ocean 32,0,,,
1648,Lake Tchad,0,,,
1649,Lake Victoria,0,,,
1650,Lake Tangayika,0,,,
1651,Lake Malawi,0,,,
1652,Lake Kama,0,,,
1653,Lake Balchasj,0,,,
1654,Lake Bajkal,0,,,
1655,Poyang Lake,0,,,
1656,Lake Titicaca,0,,,
1657,Lake Nicaragua,0,,,
1658,Everglades,0,,,
1659,Lake Ontario,0,,,
1660,Lake Erie,0,,,
1661,Lake Huron,0,,,
1662,Lake Michigan,0,,,
1663,Lake Superior,0,,,
1664,Lake Nipigon,0,,,
1665,Lake Winnipeg,0,,,
1666,Western Pacific 1,0,,,
1667,Western Pacific 2,0,,,
1668,Western Pacific 3,0,,,
1669,Western Pacific 4,0,,,
1670,Western Pacific 5,0,,,
1671,Western Pacific 6,0,,,
1672,Western Pacific 7,0,,,
1673,Western Pacific 8,0,,,
1674,Western Pacific 9,0,,,
1675,Western Pacific 10,0,,,
1676,Western Pacific 11,0,,,
1677,Northern Pacific 1,0,,,
1678,Northern Pacific 2,0,,,
1679,Northern Pacific 3,0,,,
1680,Northern Pacific 4,0,,,
1681,Northern Pacific 5,0,,,
1682,Northern Pacific 6,0,,,
1683,Northern Pacific 7,0,,,
1684,Northern Pacific 8,0,,,
1685,Northern Pacific 9,0,,,
1686,Northern Pacific 10,0,,,
1687,Central Pacific 1,0,,,
1688,Central Pacific 2,0,,,
1689,Central Pacific 3,0,,,
1690,Central Pacific 4,0,,,
1691,Central Pacific 5,0,,,
1692,Central Pacific 6,0,,,
1693,Central Pacific 7,0,,,
1694,Central Pacific 8,0,,,
1695,Central Pacific 9,0,,,
1696,Central Pacific 10,0,,,
1697,Coast of Hawaii,0,,,
1698,Central Pacific 11,0,,,
1699,Central Pacific 12,0,,,
1700,Eastern Pacific 1,0,,,
1701,Eastern Pacific 2,0,,,
1702,Eastern Pacific 3,0,,,
1703,Eastern Pacific 4,0,,,
1704,Eastern Pacific 5,0,,,
1705,Eastern Pacific 6,0,,,
1706,Eastern Pacific 7,0,,,
1707,Eastern Pacific 8,0,,,
1708,Eastern Pacific 9,0,,,
1709,Eastern Pacific 10,0,,,
1710,Eastern Pacific 11,0,,,
1711,Eastern Pacific 12,0,,,
1712,Eastern Pacific 13,0,,,
1713,Eastern Pacific 14,0,,,
1714,Eastern Pacific 15,0,,,
1715,Eastern Pacific 16,0,,,
1716,Eastern Pacific 17,0,,,
1717,Southern Pacific 1,0,,,
1718,Southern Pacific 2,0,,,
1719,Southern Pacific 3,0,,,
1720,Southern Pacific 4,0,,,
1721,Southern Pacific 5,0,,,
1722,Southern Pacific 6,0,,,
1723,Southern Pacific 7,0,,,
1724,Southern Pacific 8,0,,,
1725,Southern Pacific 9,0,,,
1726,Southern Pacific 10,0,,,
1727,Southern Pacific 11,0,,,
1728,Southern Pacific 12,0,,,
1729,Southern Pacific 13,0,,,
1730,Southern Pacific 14,0,,,
1731,Southern Pacific 15,0,,,
1732,Southern Pacific 16,0,,,
1733,Southern Pacific 17,0,,,
1734,Southern Pacific 18,0,,,
1735,Southern Pacific 19,0,,,
1736,Southern Pacific 20,0,,,
1737,Southern Pacific 22,0,,,
1738,Southern Pacific 23,0,,,
1739,Southern Pacific 24,0,,,
1740,Southern Pacific 25,0,,,
1741,Southern Pacific 26,0,,,
1742,Limburg,14,flemish,catholic,cloth
1743,Cambray,12,wallonian,catholic,grain
1744,Antwerpen,19,flemish,catholic,glass
1745,Cantabria,9,castillian,catholic,naval_supplies
1746,Burgos,8,castillian,catholic,cloth
1747,Caceres,6,leonese,catholic,wool
1748,La Mancha,9,andalucian,catholic,wool
1749,Cadiz,12,andalucian,catholic,naval_supplies
1750,Alicante,9,catalan,catholic,salt
1751,Ceuta,7,moroccan,sunni,fish
1752,Rzhev,13,russian,orthodox,grain
1753,Kostroma,9,russian,orthodox,cloth
1754,Orel,12,russian,orthodox,grain
1755,Ustyug,5,russian,orthodox,fur
1756,Budjak,11,romanian,orthodox,wool
1757,Oberpfalz,9,bavarian,catholic,iron
1758,Hannover,12,lower_saxon,catholic,cloth
1759,Potsdam,8,saxon,catholic,wool
1760,Koblenz,10,hessian,catholic,grain
1761,Pfalz,10,hessian,catholic,wine
1762,Kassel,13,hessian,catholic,glass
1763,Niederlausitz,5,sorbian,catholic,livestock
1764,Burgas,5,bulgarian,orthodox,salt
1765,Nis,10,bulgarian,orthodox,iron
1766,Kosovo,8,serbian,orthodox,gold
1767,Veroce,6,croatian,catholic,livestock
1768,Lienz,9,austrian,catholic,iron
1769,Gorz,10,slovene,catholic,iron
1770,Ostmarch,10,austrian,catholic,wine
1771,Erz,11,czech,catholic,glass
1772,Pozsony,13,slovak,catholic,grain
1773,Achaea,6,greek,orthodox,wine
1774,Treviso,18,venetian,catholic,paper
1775,Holstein,10,lower_saxon,catholic,livestock
1776,Karelia,3,karelian,orthodox,salt
1777,Kola,3,sapmi,orthodox,fur
1778,Kasimov,13,mishary,sunni,livestock
1779,Rub al Khali,0,,,
1780,Komi,5,samoyed,tengri_pagan_reformed,fur
1781,Western Siberia,0,,,
1782,Central Siberia,0,,,
1783,Eastern Siberia,0,,,
1784,Tiam Shan,0,,,
1785,Karakoram,0,,,
1786,Takla Makan,0,,,
1787,Himalaya,0,,,
1788,Arunachal,0,,,
1789,Papua,0,,,
1790,Outback,0,,,
1791,Outback,0,,,
1792,Antananarivo,8,madagasque,shamanism,grain
1793,El Djouf,0,,,
1794,Central Sahara,0,,,
1795,East Sahara,0,,,
1797,Northern Congo Basin,0,,,
1798,Uganda,0,,,
1799,Malawi,0,,,
1800,Limpopo,3,nguni,shamanism,unknown
1801,Kalahari,0,,,
1802,Western Amazonas,0,,,
1803,Eastern Amazonas,0,,,
1804,Greenland,0,,,
1805,Quebec,0,,,
1806,Weagamow,0,,,
1807,Baffin,0,,,
1808,Great Basin,0,,,
1809,Cheyenne,3,shoshone,totemism,unknown
1810,Alaska,0,,,
1811,Nunavut,0,,,
1812,Northwest Terretories,0,,,
1813,Saskatchewan,3,plains_cree,totemism,unknown
1814,Columbia,0,,,
1815,Pathein,8,mon,buddhism,grain
1816,Beijing,31,chihan,confucianism,grain
1817,Nan,8,northern_thai,buddhism,ivory
1818,Chikuzen,10,kyushuan,shinto,chinaware
1819,Tosa,7,japanese,shinto,naval_supplies
1820,Awa,8,japanese,shinto,fish
1821,Nanjing,33,jianghuai,confucianism,silk
1822,Suzhou,20,wu,confucianism,silk
1823,Stung Treng,8,khmer,animism,grain
1824,Wenzhou,8,wu,confucianism,chinaware
1825,Aki,11,japanese,shinto,grain
1826,Lika,6,croatian,catholic,fish
1827,Raska,7,serbian,orthodox,livestock
1828,Donji Krajii,5,bosnian,catholic,livestock
1829,Quanzhou,19,chimin,confucianism,tea
1830,Tajima,6,japanese,shinto,grain
1831,Travunia,7,bosnian,orthodox,wool
1832,Yamato,9,japanese,shinto,tea
1833,Ji'an,10,gan,confucianism,cloth
1834,Dorpat,8,estonian,catholic,naval_supplies
1835,Mino,11,togoku,shinto,paper
1836,Luoyang,13,zhongyuan,confucianism,chinaware
1837,Etchu,9,togoku,shinto,grain
1838,Hefei,11,jianghuai,confucianism,grain
1839,Suruga,11,togoku,shinto,tea
1840,Guilin,6,zhuang,confucianism,silk
1841,Marienburg,11,prussian,catholic,naval_supplies
1842,Narva,5,estonian,catholic,grain
1843,Kozuke,7,togoku,shinto,livestock
1844,Xiankhouang,6,lao,buddhism,grain
1845,South Pyongan,9,korean,confucianism,grain
1846,Amasya,11,turkish,sunni,paper
1847,Shiribeshi,3,ainu,animism,fish
1848,Hamid,8,turkish,sunni,grain
1849,Hama,10,al_suryah_arabic,sunni,cotton
1850,Yaran,9,manchu,tengri_pagan_reformed,fish
1851,Ribatejo,11,portugese,catholic,grain
1852,Tokachi,3,ainu,animism,fish
1853,Kastoria,7,greek,orthodox,wine
1854,Nablus,9,al_suryah_arabic,sunni,sugar
1855,Sidon,13,al_suryah_arabic,shiite,naval_supplies
1856,Abkhazia,6,georgian,orthodox,wine
1857,Lauenburg,5,lower_saxon,catholic,salt
1858,Stettin,12,pommeranian,catholic,naval_supplies
1859,Torun,10,polish,catholic,grain
1860,Norfolk,10,english,catholic,iron
1861,Derby,6,english,catholic,iron
1862,Cremona,15,lombard,catholic,grain
1863,Graz,13,austrian,catholic,grain
1864,Somogy,8,hungarian,catholic,livestock
1865,Ghent,13,flemish,catholic,cloth
1866,Namur,17,wallonian,catholic,iron
1867,Freiburg,8,swiss,catholic,livestock
1868,Augsburg,17,swabian,catholic,cloth
1869,Zurich,10,swiss,catholic,wool
1870,St Gallen,10,swiss,catholic,livestock
1871,Wallis,6,swiss,catholic,livestock
1872,Ulm,15,swabian,catholic,cloth
1873,Chur,7,swiss,catholic,livestock
1874,Bremen,16,lower_saxon,catholic,fish
1875,Turin,12,piedmontese,catholic,grain
1876,Frankfurt,18,hessian,catholic,paper
1877,Charolais,11,burgundian,catholic,salt
1878,Aachen,14,hessian,catholic,grain
1879,Alencon,11,cosmopolitan_french,catholic,livestock
1880,Sundgau,9,swabian,catholic,iron
1881,St. Martin,10,arawak,animism,unknown
1882,Bone,5,berber,sunni,naval_supplies
1883,Western Finish Lakes,0,,,
1884,East Finish Lakes,0,,,
1885,Central Finish Lakes,0,,,
1886,Storavan,0,,,
1887,Storsjon,0,,,
1888,Kara Sea,0,,,
1889,Lake Geneva,0,,,
1890,Bodensee,0,,,
1891,Tuz Gola,0,,,
1892,Lake Van,0,,,
1893,Lake Daryacheh,0,,,
1894,Sevan Lake,0,,,
1895,Lake Taihu,0,,,
1896,Lake Hongze,0,,,
1897,Dongting,0,,,
1898,Tonie Sap Lake,0,,,
1899,Tana Lake,0,,,
1900,Lake Turkana,0,,,
1901,Lake Volta,6,kongolese,shamanism,copper
1902,Lake Poopo,0,,,
1903,Lake Champlain,0,,,
1904,Lac Saint Jean,0,,,
1905,Lac Manicouagan,0,,,
1906,Lac Michikamau,0,,,
1907,Lac Bienville,0,,,
1908,Lac Al Eau Claire,0,,,
1909,Lac Minto,0,,,
1910,La Grande Riviere,0,,,
1911,Lake Island,0,,,
1912,Lake Reindeer,0,,,
1913,Wollaston Lake,0,,,
1914,Great Slave Lake,0,,,
1915,Lake Athabasca,0,,,
1916,Dubawni Lake,0,,,
1917,Yathkyed Lake,0,,,
1918,Kasba Lake,0,,,
1919,Nueltin Lake,0,,,
1920,Wholdaia Lake,0,,,
1921,Peter Pond Lake,0,,,
1922,Great Salt Lake,0,,,
1923,Williston Lake,0,,,
1924,Greenland Tip,0,,,
1925,Tana,3,bantu,shamanism,unknown
1926,Northern Baltic Sea,0,,,
1927,Eastern Baltic Sea,0,,,
1928,Western Alands Sea,0,,,
1929,Western Norwegian Sea,0,,,
1930,Aland,3,swedish,catholic,fish
1931,East Frisia,7,frisian,catholic,salt
1932,Gulf of Satalia,0,,,
1933,Bari,8,neapolitan,catholic,wine
1934,Lucania,5,neapolitan,catholic,livestock
1935,Semigallia,6,latvian,catholic,naval_supplies
1936,Kovno,7,lithuanian,catholic,livestock
1937,Grodno,5,byelorussian,orthodox,livestock
1938,Wizna,5,polish,catholic,naval_supplies
1939,Leczyca,7,polish,catholic,grain
1940,Belz,9,ruthenian,orthodox,livestock
1941,Turov,3,byelorussian,orthodox,wool
1942,Zhytomyr,4,ruthenian,orthodox,grain
1943,Bratslav,7,ruthenian,orthodox,livestock
1944,Cherkasy,3,ruthenian,orthodox,livestock
1945,Novgorod-Seversky,4,ryazanian,orthodox,iron
1946,Desh,8,marathi,hinduism,naval_supplies
1947,Gingee,8,tamil,hinduism,cloth
1948,Bidar,13,kannada,hinduism,silk
1949,Rayalaseema,8,telegu,hinduism,cotton
1950,Meghalaya,0,,,
1951,Hunyad,8,transylvanian,orthodox,iron
1952,Maramaros,5,ruthenian,orthodox,naval_supplies
1953,Szabolcs,8,hungarian,catholic,livestock
1954,Torontal,8,hungarian,catholic,livestock
1955,Kholmogory,5,novgorodian,orthodox,fur
1956,Suzdal,11,russian,orthodox,grain
1957,Galich,11,russian,orthodox,salt
1958,Kargopol,7,novgorodian,orthodox,naval_supplies
1959,Torzhok,7,novgorodian,orthodox,naval_supplies
1960,Ostrov,6,novgorodian,orthodox,naval_supplies
1961,Ladoga,10,novgorodian,orthodox,fur
1962,Kudymkar,3,uralic,tengri_pagan_reformed,fur
1963,Cherdyn,8,uralic,tengri_pagan_reformed,salt
1964,Ust-Sysolsk,3,uralic,orthodox,fur
1965,Buzuluk,6,nogaybak,sunni,iron
1966,Chelyaba,9,bashkir,sunni,fur
1967,Khujand,7,uzbehk,sunni,silk
1968,Kulob,7,uzbehk,sunni,wool
1969,Sozak,3,khazak,sunni,salt
1970,Syghnak,6,khazak,sunni,livestock
1971,Tsaritsyn,8,mishary,sunni,livestock
1972,Udmurtia,6,uralic,tengri_pagan_reformed,grain
1973,Urgench,12,uzbehk,sunni,grain
1974,Yedishkul,10,crimean,sunni,salt
1975,Sea of Jutland,0,,,
1976,Dead Sea,0,,,
1977,Malaren,0,,,
